,product_id,product_category_name,product_name_len,product_description_len,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
32951,8e5e831d742acedb1758e90e18974231,automotivo,55.0,520.0,1.0,550.0,20.0,15.0,15.0
32952,11ecff10d1deb92b02f2a1ee62a04524,informatica_acessorios,54.0,1520.0,2.0,6150.0,30.0,30.0,20.0
